Date,HomeTeam,AwayTeam,Target,home_matches_5,home_points_5,home_goals_for_5,home_goals_against_5,home_wins_5,home_draws_5,home_losses_5,away_matches_5,away_points_5,away_goals_for_5,away_goals_against_5,away_wins_5,away_draws_5,away_losses_5,home_avg_goals_for_5,home_avg_goals_against_5,away_avg_goals_for_5,away_avg_goals_against_5,points_diff_5,goals_for_diff_5,goals_against_diff_5,wins_diff_5,draws_diff_5,losses_diff_5,avg_goals_for_diff_5,avg_goals_against_diff_5,home_home_matches_5,home_home_points_5,home_home_goals_for_5,home_home_goals_against_5,home_home_wins_5,home_home_draws_5,home_home_losses_5,away_away_matches_5,away_away_points_5,away_away_goals_for_5,away_away_goals_against_5,away_away_wins_5,away_away_draws_5,away_away_losses_5,h2h_matches_5,h2h_home_wins_5,h2h_draws_5,h2h_away_wins_5,h2h_home_goals_5,h2h_away_goals_5,home_shots_5,home_shots_on_target_5,home_corners_5,home_fouls_5,home_yellow_cards_5,home_red_cards_5,away_shots_5,away_shots_on_target_5,away_corners_5,away_fouls_5,away_yellow_cards_5,away_red_cards_5
2004-08-21,Fulham,Bolton,H,1,1,1.0,1.0,0,1,0,1,3,4.0,1.0,1,0,0,1.0,1.0,4.0,1.0,-2,-3.0,0.0,-1,1,0,-3.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,4.0,2.0,4.0,12.0,2.0,0.0,21.0,11.0,9.0,10.0,1.0,0.0
2004-08-21,Birmingham,Chelsea,A,1,1,1.0,1.0,0,1,0,1,3,1.0,0.0,1,0,0,1.0,1.0,1.0,0.0,-2,0.0,1.0,-1,1,0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,16.0,11.0,4.0,16.0,4.0,0.0,8.0,5.0,2.0,17.0,0.0,0.0
2004-08-21,Crystal Palace,Everton,A,1,1,1.0,1.0,0,1,0,1,0,1.0,4.0,0,0,1,1.0,1.0,1.0,4.0,1,0.0,-3.0,0,1,-1,0.0,-3.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,14.0,8.0,11.0,16.0,1.0,0.0,9.0,5.0,0.0,14.0,2.0,0.0
2004-08-21,Charlton,Portsmouth,H,1,0,1.0,4.0,0,0,1,1,1,1.0,1.0,0,1,0,1.0,4.0,1.0,1.0,-1,0.0,3.0,0,-1,1,0.0,3.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,9.0,5.0,5.0,12.0,1.0,0.0,14.0,8.0,8.0,13.0,2.0,0.0
2004-08-21,Liverpool,Man City,H,1,1,1.0,1.0,0,1,0,1,1,1.0,1.0,0,1,0,1.0,1.0,1.0,1.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,16.0,8.0,8.0,11.0,1.0,0.0,12.0,5.0,9.0,14.0,0.0,0.0
2004-08-21,Newcastle,Tottenham,A,1,1,2.0,2.0,0,1,0,1,1,1.0,1.0,0,1,0,2.0,2.0,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,11.0,4.0,7.0,13.0,1.0,0.0,14.0,7.0,3.0,17.0,3.0,0.0
2004-08-21,Southampton,Blackburn,H,1,0,0.0,2.0,0,0,1,1,1,1.0,1.0,0,1,0,0.0,2.0,1.0,1.0,-1,-1.0,1.0,0,-1,1,-1.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,6.0,2.0,6.0,9.0,0.0,0.0,12.0,4.0,4.0,15.0,1.0,0.0
2004-08-21,Man United,Norwich,H,1,0,0.0,1.0,0,0,1,1,1,1.0,1.0,0,1,0,0.0,1.0,1.0,1.0,-1,-1.0,0.0,0,-1,1,-1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,11.0,3.0,3.0,8.0,0.0,0.0,14.0,10.0,6.0,14.0,0.0,0.0
2004-08-22,Arsenal,Middlesbrough,H,1,3,4.0,1.0,1,0,0,1,1,2.0,2.0,0,1,0,4.0,1.0,2.0,2.0,2,2.0,-1.0,1,-1,0,2.0,-1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,18.0,14.0,7.0,19.0,1.0,0.0,15.0,8.0,6.0,16.0,3.0,0.0
2004-08-22,West Brom,Aston Villa,D,1,1,1.0,1.0,0,1,0,1,3,2.0,0.0,1,0,0,1.0,1.0,2.0,0.0,-2,-1.0,1.0,-1,1,0,-1.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,4.0,2.0,5.0,17.0,0.0,0.0,14.0,5.0,12.0,14.0,0.0,0.0
2004-08-24,Birmingham,Man City,H,2,1,1.0,2.0,0,1,1,2,1,2.0,3.0,0,1,1,0.5,1.0,1.0,1.5,0,-1.0,-1.0,0,0,0,-0.5,-0.5,1,0,0.0,1.0,0,0,1,1,0,1.0,2.0,0,0,1,0,0,0,0,0.0,0.0,25.0,14.0,12.0,26.0,4.0,0.0,19.0,9.0,12.0,31.0,3.0,1.0
2004-08-24,Crystal Palace,Chelsea,A,2,1,2.0,4.0,0,1,1,2,6,2.0,0.0,2,0,0,1.0,2.0,1.0,0.0,-5,0.0,4.0,-2,1,1,0.0,2.0,1,0,1.0,3.0,0,0,1,1,3,1.0,0.0,1,0,0,0,0,0,0,0.0,0.0,29.0,17.0,17.0,22.0,2.0,0.0,15.0,8.0,4.0,33.0,0.0,0.0
2004-08-25,Fulham,Middlesbrough,A,2,4,3.0,1.0,1,1,0,2,1,5.0,7.0,0,1,1,1.5,0.5,2.5,3.5,3,-2.0,-6.0,1,0,-1,-1.0,-3.0,1,3,2.0,0.0,1,0,0,1,0,3.0,5.0,0,0,1,0,0,0,0,0.0,0.0,27.0,14.0,12.0,23.0,2.0,0.0,24.0,13.0,11.0,30.0,4.0,0.0
2004-08-25,Charlton,Aston Villa,H,2,3,3.0,5.0,1,0,1,2,4,3.0,1.0,1,1,0,1.5,2.5,1.5,0.5,-1,0.0,4.0,0,-1,1,0.0,2.0,1,3,2.0,1.0,1,0,0,1,1,1.0,1.0,0,1,0,0,0,0,0,0.0,0.0,27.0,19.0,10.0,21.0,1.0,0.0,23.0,9.0,16.0,34.0,2.0,0.0
2004-08-25,Arsenal,Blackburn,H,2,6,9.0,4.0,2,0,0,2,1,3.0,4.0,0,1,1,4.5,2.0,1.5,2.0,5,6.0,0.0,2,-1,-1,3.0,0.0,1,3,5.0,3.0,1,0,0,1,0,2.0,3.0,0,0,1,0,0,0,0,0.0,0.0,34.0,25.0,14.0,27.0,2.0,0.0,22.0,10.0,10.0,33.0,4.0,0.0
2004-08-25,West Brom,Tottenham,D,2,2,2.0,2.0,0,2,0,2,4,2.0,1.0,1,1,0,1.0,1.0,1.0,0.5,-2,0.0,1.0,-1,1,0,0.0,0.5,1,1,1.0,1.0,0,1,0,1,3,1.0,0.0,1,0,0,0,0,0,0,0.0,0.0,18.0,7.0,17.0,29.0,2.0,0.0,29.0,15.0,6.0,29.0,5.0,0.0
2004-08-25,Southampton,Bolton,A,2,3,3.0,4.0,1,0,1,2,3,4.0,3.0,1,0,1,1.5,2.0,2.0,1.5,0,-1.0,1.0,0,0,0,-0.5,0.5,1,3,3.0,2.0,1,0,0,1,0,0.0,2.0,0,0,1,0,0,0,0,0.0,0.0,19.0,9.0,9.0,21.0,0.0,0.0,31.0,15.0,13.0,23.0,1.0,0.0
2004-08-25,Newcastle,Norwich,D,2,1,2.0,3.0,0,1,1,2,1,2.0,3.0,0,1,1,1.0,1.5,1.0,1.5,0,0.0,0.0,0,0,0,0.0,0.0,1,0,0.0,1.0,0,0,1,1,0,1.0,2.0,0,0,1,0,0,0,0,0.0,0.0,24.0,10.0,20.0,23.0,2.0,0.0,21.0,12.0,11.0,37.0,1.0,0.0
2004-08-28,Blackburn,Man United,D,3,1,3.0,7.0,0,1,2,2,3,2.0,2.0,1,0,1,1.0,2.3333333333333335,1.0,1.0,-2,1.0,5.0,-1,1,1,0.0,1.3333333333333335,1,1,1.0,1.0,0,1,0,1,0,0.0,1.0,0,0,1,0,0,0,0,0.0,0.0,25.0,10.0,15.0,51.0,8.0,0.0,28.0,10.0,14.0,16.0,0.0,0.0
2004-08-28,Everton,West Brom,H,2,3,4.0,5.0,1,0,1,3,3,3.0,3.0,0,3,0,2.0,2.5,1.0,1.0,0,1.0,2.0,1,-3,1,1.0,1.5,1,0,1.0,4.0,0,0,1,1,1,1.0,1.0,0,1,0,0,0,0,0,0.0,0.0,23.0,12.0,6.0,32.0,3.0,1.0,22.0,9.0,21.0,42.0,2.0,0.0
2004-08-28,Aston Villa,Newcastle,H,3,4,3.0,4.0,1,1,1,3,2,4.0,5.0,0,2,1,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2,-1.0,-1.0,1,-1,0,-0.33333333333333326,-0.3333333333333335,1,3,2.0,0.0,1,0,0,1,1,2.0,2.0,0,1,0,0,0,0,0,0.0,0.0,32.0,13.0,28.0,41.0,3.0,0.0,47.0,25.0,32.0,40.0,2.0,0.0
2004-08-28,Chelsea,Southampton,H,3,9,4.0,0.0,3,0,0,3,3,4.0,6.0,1,0,2,1.3333333333333333,0.0,1.3333333333333333,2.0,6,0.0,-6.0,2,0,-2,0.0,-2.0,1,3,1.0,0.0,1,0,0,1,0,0.0,2.0,0,0,1,0,0,0,0,0.0,0.0,31.0,18.0,10.0,45.0,1.0,0.0,29.0,15.0,18.0,30.0,1.0,0.0
2004-08-28,Norwich,Arsenal,A,3,2,4.0,5.0,0,2,1,3,9,12.0,4.0,3,0,0,1.3333333333333333,1.6666666666666667,4.0,1.3333333333333333,-7,-8.0,1.0,-3,2,1,-2.666666666666667,0.3333333333333335,1,1,1.0,1.0,0,1,0,1,3,4.0,1.0,1,0,0,0,0,0,0,0.0,0.0,34.0,17.0,17.0,47.0,2.0,0.0,49.0,34.0,20.0,38.0,4.0,0.0
2004-08-28,Tottenham,Birmingham,H,3,5,3.0,2.0,1,2,0,3,4,2.0,2.0,1,1,1,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1.0,0.0,0,1,-1,0.33333333333333337,0.0,1,1,1.0,1.0,0,1,0,1,1,1.0,1.0,0,1,0,0,0,0,0,0.0,0.0,41.0,21.0,11.0,39.0,5.0,0.0,31.0,16.0,14.0,46.0,5.0,0.0
2004-08-28,Middlesbrough,Crystal Palace,H,3,4,7.0,7.0,1,1,1,3,1,2.0,6.0,0,1,2,2.3333333333333335,2.3333333333333335,0.6666666666666666,2.0,3,5.0,1.0,1,0,-1,1.666666666666667,0.3333333333333335,1,1,2.0,2.0,0,1,0,1,1,1.0,1.0,0,1,0,0,0,0,0,0.0,0.0,34.0,18.0,17.0,38.0,5.0,0.0,36.0,21.0,18.0,31.0,3.0,0.0
2004-08-28,Man City,Charlton,H,3,1,2.0,4.0,0,1,2,3,6,6.0,5.0,2,0,1,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,-5,-4.0,-1.0,-2,1,1,-1.3333333333333335,-0.3333333333333335,1,1,1.0,1.0,0,1,0,1,0,1.0,4.0,0,0,1,0,0,0,0,0.0,0.0,23.0,10.0,17.0,44.0,4.0,1.0,34.0,24.0,14.0,27.0,1.0,0.0
2004-08-29,Bolton,Liverpool,H,3,6,6.0,4.0,2,0,1,2,4,3.0,2.0,1,1,0,2.0,1.3333333333333333,1.5,1.0,2,3.0,2.0,1,-1,1,0.5,0.33333333333333326,1,3,4.0,1.0,1,0,0,1,1,1.0,1.0,0,1,0,0,0,0,0,0.0,0.0,40.0,20.0,19.0,31.0,2.0,0.0,31.0,18.0,16.0,20.0,2.0,0.0
2004-08-30,Man United,Everton,D,3,4,3.0,3.0,1,1,1,3,6,6.0,6.0,2,0,1,1.0,1.0,2.0,2.0,-2,-3.0,-3.0,-1,1,0,-1.0,-1.0,1,3,2.0,1.0,1,0,0,1,3,3.0,1.0,1,0,0,0,0,0,0,0.0,0.0,52.0,25.0,28.0,33.0,1.0,0.0,39.0,22.0,13.0,43.0,3.0,1.0
2004-08-30,Portsmouth,Fulham,H,2,1,2.0,3.0,0,1,1,3,4,3.0,3.0,1,1,1,1.0,1.5,1.0,1.0,-3,-1.0,0.0,-1,0,0,0.0,0.5,1,1,1.0,1.0,0,1,0,1,1,1.0,1.0,0,1,0,0,0,0,0,0.0,0.0,24.0,14.0,14.0,24.0,3.0,0.0,33.0,16.0,13.0,33.0,2.0,0.0
2004-09-11,Middlesbrough,Birmingham,H,4,7,9.0,8.0,2,1,1,4,4,2.0,3.0,1,1,2,2.25,2.0,0.5,0.75,3,7.0,5.0,1,0,-1,1.75,1.25,2,4,4.0,3.0,1,1,0,2,1,1.0,2.0,0,1,1,0,0,0,0,0.0,0.0,58.0,33.0,21.0,54.0,6.0,0.0,41.0,18.0,22.0,51.0,6.0,0.0
2004-09-11,Newcastle,Blackburn,H,4,2,6.0,9.0,0,2,2,4,2,4.0,8.0,0,2,2,1.5,2.25,1.0,2.0,0,2.0,1.0,0,0,0,0.5,0.25,2,1,2.0,3.0,0,1,1,2,0,2.0,6.0,0,0,2,0,0,0,0,0.0,0.0,59.0,35.0,36.0,51.0,3.0,0.0,33.0,14.0,19.0,76.0,11.0,1.0
2004-09-11,Aston Villa,Chelsea,D,4,7,7.0,6.0,2,1,1,4,12,6.0,1.0,4,0,0,1.75,1.5,1.5,0.25,-5,1.0,5.0,-2,1,1,0.25,1.25,2,6,6.0,2.0,2,0,0,2,6,3.0,0.0,2,0,0,0,0,0,0,0.0,0.0,48.0,26.0,37.0,64.0,6.0,0.0,47.0,25.0,19.0,56.0,1.0,0.0
2004-09-11,Bolton,Man United,D,4,9,7.0,4.0,3,0,1,4,5,3.0,3.0,1,2,1,1.75,1.0,0.75,0.75,4,4.0,1.0,2,-2,0,1.0,0.25,2,6,5.0,1.0,2,0,0,2,1,1.0,2.0,0,1,1,0,0,0,0,0.0,0.0,50.0,28.0,24.0,46.0,4.0,0.0,66.0,31.0,36.0,41.0,1.0,0.0
2004-09-11,Fulham,Arsenal,A,4,4,6.0,7.0,1,1,2,4,12,16.0,5.0,4,0,0,1.5,1.75,4.0,1.25,-8,-10.0,2.0,-3,1,2,-2.5,0.5,2,3,2.0,2.0,1,0,1,2,6,8.0,2.0,2,0,0,0,0,0,0,0.0,0.0,51.0,26.0,21.0,45.0,4.0,0.0,67.0,49.0,30.0,43.0,5.0,0.0
2004-09-11,Liverpool,West Brom,H,3,4,3.0,3.0,1,1,1,4,3,4.0,5.0,0,3,1,1.0,1.0,1.0,1.25,1,-1.0,-2.0,1,-2,0,0.0,-0.25,1,3,2.0,1.0,1,0,0,2,1,2.0,3.0,0,1,1,0,0,0,0,0.0,0.0,38.0,20.0,18.0,34.0,2.0,0.0,34.0,17.0,27.0,58.0,3.0,0.0
2004-09-11,Man City,Everton,A,4,4,6.0,4.0,1,1,2,4,7,6.0,6.0,2,1,1,1.5,1.0,1.5,1.5,-3,0.0,-2.0,-1,0,1,0.0,-0.5,2,4,5.0,1.0,1,1,0,2,4,3.0,1.0,1,1,0,0,0,0,0,0.0,0.0,39.0,20.0,23.0,55.0,4.0,1.0,46.0,24.0,15.0,56.0,5.0,1.0
2004-09-11,Portsmouth,Crystal Palace,H,3,4,6.0,6.0,1,1,1,4,1,3.0,8.0,0,1,3,2.0,2.0,0.75,2.0,3,3.0,-2.0,1,0,-2,1.25,0.0,2,4,5.0,4.0,1,1,0,2,1,2.0,3.0,0,1,1,0,0,0,0,0.0,0.0,45.0,27.0,20.0,36.0,3.0,0.0,42.0,23.0,20.0,47.0,5.0,0.0
2004-09-12,Tottenham,Norwich,D,4,8,4.0,2.0,2,2,0,4,2,5.0,9.0,0,2,2,1.0,0.5,1.25,2.25,6,-1.0,-7.0,2,0,-2,-0.25,-1.75,2,4,2.0,1.0,1,1,0,2,1,3.0,4.0,0,1,1,0,0,0,0,0.0,0.0,47.0,24.0,13.0,54.0,9.0,0.0,39.0,22.0,21.0,62.0,3.0,0.0
2004-09-13,Charlton,Southampton,D,4,6,6.0,9.0,2,0,2,4,3,5.0,8.0,1,0,3,1.5,2.25,1.25,2.0,3,1.0,1.0,1,0,-1,0.25,0.25,2,6,5.0,1.0,2,0,0,2,0,1.0,4.0,0,0,2,0,0,0,0,0.0,0.0,40.0,27.0,18.0,35.0,2.0,0.0,35.0,17.0,18.0,42.0,5.0,0.0
2004-09-18,Arsenal,Bolton,D,5,15,19.0,5.0,5,0,0,5,10,9.0,6.0,3,1,1,3.8,1.0,1.8,1.2,5,10.0,-1.0,2,-1,-1,1.9999999999999998,-0.19999999999999996,2,6,8.0,3.0,2,0,0,2,3,2.0,3.0,1,0,1,0,0,0,0,0.0,0.0,79.0,56.0,34.0,53.0,7.0,0.0,62.0,35.0,28.0,68.0,6.0,0.0
2004-09-18,Birmingham,Charlton,D,5,4,3.0,5.0,1,1,3,5,7,6.0,9.0,2,1,2,0.6,1.0,1.2,1.8,-3,-3.0,-4.0,-1,0,1,-0.6,-0.8,2,3,1.0,1.0,1,0,1,2,0,1.0,8.0,0,0,2,0,0,0,0,0.0,0.0,46.0,21.0,25.0,70.0,9.0,0.0,48.0,31.0,27.0,47.0,2.0,0.0
2004-09-18,Blackburn,Portsmouth,H,5,2,4.0,11.0,0,2,3,4,7,9.0,7.0,2,1,1,0.8,2.2,2.25,1.75,-5,-5.0,4.0,-2,1,2,-1.45,0.4500000000000002,2,2,2.0,2.0,0,2,0,1,0,1.0,2.0,0,0,1,0,0,0,0,0.0,0.0,38.0,15.0,24.0,95.0,12.0,1.0,61.0,34.0,28.0,50.0,3.0,0.0
2004-09-18,Crystal Palace,Man City,A,5,1,4.0,11.0,0,1,4,5,4,6.0,5.0,1,1,3,0.8,2.2,1.2,1.0,-3,-2.0,6.0,-1,0,1,-0.3999999999999999,1.2000000000000002,2,0,1.0,5.0,0,0,2,2,0,1.0,3.0,0,0,2,0,0,0,0,0.0,0.0,48.0,26.0,27.0,68.0,7.0,0.0,52.0,24.0,32.0,69.0,5.0,1.0
2004-09-18,Norwich,Aston Villa,D,5,3,5.0,9.0,0,3,2,5,8,7.0,6.0,2,2,1,1.0,1.8,1.4,1.2,-5,-2.0,3.0,-2,1,1,-0.3999999999999999,0.6000000000000001,2,1,2.0,5.0,0,1,1,2,1,1.0,4.0,0,1,1,0,0,0,0,0.0,0.0,46.0,24.0,26.0,71.0,4.0,0.0,59.0,31.0,39.0,73.0,6.0,0.0
2004-09-18,West Brom,Fulham,D,5,3,4.0,8.0,0,3,2,5,4,6.0,10.0,1,1,3,0.8,1.6,1.2,2.0,-1,-2.0,-2.0,-1,2,-1,-0.3999999999999999,-0.3999999999999999,2,2,2.0,2.0,0,2,0,2,1,4.0,5.0,0,1,1,0,0,0,0,0.0,0.0,43.0,22.0,33.0,69.0,3.0,0.0,60.0,33.0,30.0,61.0,6.0,0.0
2004-09-19,Chelsea,Tottenham,D,5,13,6.0,1.0,4,1,0,5,9,4.0,2.0,2,3,0,1.2,0.2,0.8,0.4,4,2.0,-1.0,2,-2,0,0.3999999999999999,-0.2,2,6,3.0,1.0,2,0,0,2,4,2.0,1.0,1,1,0,0,0,0,0,0.0,0.0,65.0,35.0,28.0,68.0,2.0,0.0,62.0,31.0,26.0,71.0,11.0,0.0
2004-09-19,Everton,Middlesbrough,H,5,10,7.0,6.0,3,1,1,5,10,11.0,9.0,3,1,1,1.4,1.2,2.2,1.8,0,-4.0,-3.0,0,0,0,-0.8000000000000003,-0.6000000000000001,2,3,3.0,5.0,1,0,1,2,3,5.0,5.0,1,0,1,0,0,0,0,0.0,0.0,52.0,29.0,21.0,65.0,8.0,2.0,72.0,39.0,27.0,70.0,8.0,0.0
2004-09-19,Southampton,Newcastle,A,5,4,5.0,8.0,1,1,3,5,5,9.0,9.0,1,2,2,1.0,1.6,1.8,1.8,-1,-4.0,-1.0,0,-1,1,-0.8,-0.19999999999999996,2,3,4.0,4.0,1,0,1,2,1,4.0,6.0,0,1,1,0,0,0,0,0.0,0.0,47.0,24.0,28.0,55.0,6.0,0.0,66.0,39.0,44.0,61.0,5.0,0.0
2004-09-20,Man United,Liverpool,H,5,6,5.0,5.0,1,3,1,4,7,6.0,3.0,2,1,1,1.0,1.0,1.5,0.75,-1,-1.0,2.0,-1,2,0,-0.5,0.25,2,4,2.0,1.0,1,1,0,2,1,1.0,2.0,0,1,1,0,0,0,0,0.0,0.0,78.0,38.0,43.0,56.0,2.0,0.0,54.0,29.0,26.0,43.0,2.0,0.0
2004-09-25,Aston Villa,Crystal Palace,D,5,6,5.0,6.0,1,3,1,5,0,4.0,12.0,0,0,5,1.0,1.2,0.8,2.4,6,1.0,-6.0,1,3,-4,0.19999999999999996,-1.2,3,7,6.0,2.0,2,1,0,3,1,3.0,6.0,0,1,2,0,0,0,0,0.0,0.0,63.0,35.0,33.0,72.0,7.0,0.0,37.0,19.0,18.0,66.0,8.0,0.0
2004-09-25,Liverpool,Norwich,H,5,7,7.0,5.0,2,1,2,5,3,4.0,8.0,0,3,2,1.4,1.0,0.8,1.6,4,3.0,-3.0,2,-2,0,0.5999999999999999,-0.6000000000000001,2,6,5.0,1.0,2,0,0,3,2,3.0,4.0,0,2,1,0,0,0,0,0.0,0.0,60.0,32.0,28.0,58.0,4.0,0.0,46.0,17.0,21.0,67.0,5.0,0.0
2004-09-25,Bolton,Birmingham,D,5,8,7.0,7.0,2,2,1,5,4,3.0,5.0,1,1,3,1.4,1.4,0.6,1.0,4,4.0,2.0,1,1,-2,0.7999999999999999,0.3999999999999999,3,7,7.0,3.0,2,1,0,3,1,2.0,4.0,0,1,2,0,0,0,0,0.0,0.0,49.0,29.0,27.0,75.0,8.0,0.0,37.0,15.0,33.0,66.0,8.0,1.0
2004-09-25,Fulham,Southampton,H,5,4,6.0,10.0,1,1,3,5,4,6.0,8.0,1,1,3,1.2,2.0,1.2,1.6,0,0.0,2.0,0,0,0,0.0,0.3999999999999999,3,3,2.0,5.0,1,0,2,3,1,1.0,4.0,0,1,2,0,0,0,0,0.0,0.0,65.0,34.0,35.0,55.0,9.0,2.0,52.0,28.0,29.0,61.0,6.0,0.0
2004-09-25,Middlesbrough,Chelsea,A,5,9,9.0,8.0,3,0,2,5,11,5.0,1.0,3,2,0,1.8,1.6,1.0,0.2,-2,4.0,7.0,0,-2,2,0.8,1.4000000000000001,3,7,6.0,4.0,2,1,0,3,7,3.0,0.0,2,1,0,0,0,0,0,0.0,0.0,73.0,42.0,24.0,66.0,9.0,0.0,77.0,38.0,35.0,67.0,3.0,0.0
